index,label,pb_spike_sum,pb_pred,pb_correct,sj_spike_sum,sj_pred,sj_correct
55,8,[0 0 1 0 1 0 1 0 1 0],2,False,[0 0 0 0 0 0 0 0 3 0],8,True
56,8,[0 0 0 0 1 0 0 0 0 0],4,False,[0 0 0 0 0 0 0 0 3 0],8,True
57,9,[0 0 0 0 0 0 0 0 0 2],9,True,[0 0 0 0 0 0 0 0 0 3],9,True
58,3,[1 0 0 1 0 0 1 0 0 1],0,False,[0 0 0 3 0 0 0 0 1 0],3,True
59,3,[0 0 0 2 0 0 0 0 0 0],3,True,[0 0 0 3 0 0 0 0 0 0],3,True
60,2,[0 0 2 0 0 0 1 0 0 0],2,True,[0 0 3 0 1 0 1 0 0 0],2,True
61,4,[0 0 1 0 0 0 0 0 0 0],2,False,[0 0 2 0 2 0 1 0 0 0],2,False
62,1,[0 2 0 0 0 0 0 0 0 0],1,True,[0 4 0 0 0 0 0 0 0 0],1,True
63,6,[0 0 2 0 1 0 1 0 0 0],2,False,[0 0 1 0 0 0 2 0 0 0],6,True
64,3,[1 0 1 0 0 0 1 0 0 0],0,False,[0 0 0 3 0 0 0 0 0 0],3,True
65,9,[0 0 1 0 0 0 0 0 0 2],9,True,[0 0 0 0 0 2 0 0 0 3],9,True
66,3,[0 0 0 1 0 0 1 0 0 0],3,True,[0 0 0 3 0 0 0 0 0 0],3,True
67,9,[0 0 0 0 0 0 0 0 0 1],9,True,[0 0 0 0 0 1 0 0 0 3],9,True
68,4,[0 0 1 0 1 0 1 0 0 0],2,False,[0 0 0 2 1 0 0 0 0 0],3,False
69,7,[0 0 0 0 0 0 0 1 0 0],7,True,[0 0 0 0 0 0 0 3 0 0],7,True
70,0,[2 0 0 0 0 0 1 0 0 0],0,True,[3 0 0 0 0 0 1 0 0 0],0,True
71,2,[0 0 2 0 0 0 0 0 0 0],2,True,[0 0 3 0 0 0 0 0 0 0],2,True
72,9,[0 0 1 0 0 0 0 0 0 2],9,True,[0 0 0 0 0 0 0 0 0 3],9,True
73,9,[0 0 0 0 0 0 0 0 0 2],9,True,[0 0 0 0 0 0 0 1 0 3],9,True
74,6,[0 0 1 0 1 0 1 0 0 0],2,False,[0 0 1 0 1 0 2 0 0 0],6,True
75,8,[0 0 0 0 1 0 0 0 1 0],4,False,[0 0 0 0 1 0 0 0 3 0],8,True
76,0,[2 0 0 0 0 0 1 0 0 0],0,True,[3 0 0 0 0 0 0 0 0 0],0,True
77,2,[0 0 1 0 0 0 1 0 0 0],2,True,[0 0 2 0 0 0 1 0 0 0],2,True
78,6,[1 0 2 0 0 0 1 0 0 0],2,False,[1 0 1 0 0 0 1 0 0 0],0,False
79,9,[0 0 0 0 0 0 0 0 0 2],9,True,[0 0 0 0 0 0 0 0 0 3],9,True
80,4,[0 1 0 0 1 0 0 0 0 0],1,False,[0 0 0 3 1 0 0 0 0 0],3,False
81,5,[0 0 1 0 0 0 1 0 0 0],2,False,[0 0 0 0 0 4 0 1 0 0],5,True
82,2,[0 0 2 0 0 0 1 0 0 0],2,True,[0 0 1 0 1 0 1 0 0 0],2,True
83,8,[0 0 0 0 0 0 0 0 2 0],8,True,[0 0 0 0 0 0 0 0 3 0],8,True
84,9,[0 0 0 0 0 0 0 0 0 2],9,True,[0 0 0 0 0 0 0 0 0 3],9,True
85,5,[0 1 0 0 0 0 0 0 0 0],1,False,[0 0 0 0 0 3 0 0 0 0],5,True
86,6,[0 0 1 0 2 0 1 0 0 0],4,False,[0 0 0 0 2 0 2 0 0 0],4,False
87,8,[0 0 0 0 0 0 0 0 3 0],8,True,[0 0 0 0 0 0 0 0 3 0],8,True
88,5,[0 0 1 0 0 0 0 0 0 1],2,False,[0 0 0 0 0 3 0 0 0 1],5,True
89,0,[1 0 0 1 0 0 1 0 0 0],0,True,[2 0 0 1 0 0 1 0 0 0],0,True
90,2,[0 0 2 0 1 0 1 0 0 0],2,True,[0 0 1 0 2 0 0 0 0 0],4,False
91,0,[0 0 1 0 0 0 1 0 0 0],2,False,[1 0 0 0 1 0 1 0 0 0],0,True
92,7,[0 0 0 0 0 0 0 0 0 2],9,False,[0 0 0 0 0 0 0 1 0 3],9,False
93,3,[0 1 0 0 1 0 1 0 0 0],1,False,[0 1 0 0 2 0 0 0 0 0],4,False
94,3,[0 0 0 0 0 0 1 0 0 0],6,False,[0 1 0 2 0 0 0 0 1 0],3,True
95,4,[0 0 1 0 2 0 0 0 1 0],4,True,[0 0 1 0 1 0 2 0 0 0],6,False
96,5,[0 0 1 0 0 0 1 0 0 0],2,False,[0 0 0 0 0 3 0 1 0 0],5,True
97,9,[0 0 0 0 0 0 0 0 0 2],9,True,[0 0 0 0 0 0 0 0 0 3],9,True
98,4,[0 0 1 0 2 0 1 0 0 0],4,True,[0 0 1 0 3 0 0 0 0 0],4,True
99,5,[0 1 1 0 0 1 0 0 0 0],1,False,[0 0 0 0 0 3 0 0 0 0],5,True
