index,label,pb_spike_sum,pb_pred,pb_correct,sj_spike_sum,sj_pred,sj_correct
39,1,[1 0 0 0 0 0 1 0 0 0],0,False,[0 4 0 0 0 0 0 0 0 0],1,True
40,2,[1 0 4 0 0 0 0 0 0 0],2,True,[0 0 3 0 0 0 1 0 0 0],2,True
41,5,[4 0 0 0 0 0 0 0 0 0],0,False,[0 0 0 0 0 4 0 0 1 0],5,True
42,3,[0 0 0 3 0 0 0 0 0 0],3,True,[0 0 0 4 0 0 0 0 0 0],3,True
43,5,[0 0 0 0 0 2 3 0 0 0],6,False,[0 0 0 0 0 4 0 0 0 0],5,True
44,8,[2 0 0 0 0 0 0 0 4 0],8,True,[0 0 0 0 0 0 0 0 4 0],8,True
45,9,[0 0 0 0 0 0 0 0 0 4],9,True,[0 0 0 0 0 0 0 0 0 4],9,True
46,9,[0 0 0 0 0 0 0 0 2 4],9,True,[0 0 0 0 0 0 0 0 0 4],9,True
47,4,[0 0 0 0 0 0 4 0 0 0],6,False,[0 0 1 0 1 0 2 0 0 0],6,False
48,7,[1 0 0 0 0 0 0 4 1 0],7,True,[0 0 0 0 0 0 0 4 0 0],7,True
49,6,[0 0 0 0 0 0 4 0 2 0],6,True,[0 0 0 1 0 0 2 0 0 0],6,True
50,6,[0 0 4 0 0 0 3 0 0 0],2,False,[0 0 3 0 0 0 0 0 0 0],2,False
51,3,[4 0 1 0 0 0 0 0 0 0],0,False,[0 0 0 3 0 0 0 0 0 0],3,True
52,9,[0 0 0 0 0 0 4 0 0 3],6,False,[0 0 0 0 0 0 0 0 0 4],9,True
53,3,[1 0 0 0 0 0 0 0 0 0],0,False,[0 0 0 3 0 0 0 0 0 0],3,True
54,2,[0 0 4 0 0 0 0 0 0 0],2,True,[0 0 3 0 0 0 0 0 0 0],2,True
55,3,[0 0 0 4 0 0 0 0 0 0],3,True,[0 0 0 4 0 0 0 0 0 0],3,True
56,9,[0 0 0 0 0 0 0 0 2 3],9,True,[0 0 0 0 0 0 0 0 0 4],9,True
57,8,[0 0 3 0 0 0 0 0 4 0],8,True,[0 0 0 0 0 0 0 0 4 0],8,True
58,1,[0 3 0 0 0 0 0 0 0 0],1,True,[0 3 0 0 0 0 0 0 0 0],1,True
59,8,[0 0 0 0 0 0 0 0 4 0],8,True,[0 0 0 0 0 0 0 0 4 0],8,True
60,2,[0 0 0 0 0 0 4 0 0 0],6,False,[0 0 2 0 0 0 3 0 0 0],6,False
61,9,[0 0 0 0 0 0 0 0 0 4],9,True,[0 0 0 0 0 1 0 0 0 4],9,True
62,4,[0 0 1 0 4 0 2 0 0 0],4,True,[0 0 0 0 3 0 0 0 0 0],4,True
63,7,[1 0 0 0 0 0 0 4 0 0],7,True,[0 0 0 0 0 0 0 4 0 0],7,True
64,6,[0 0 0 0 0 0 4 0 0 0],6,True,[0 0 0 0 1 0 3 0 0 0],6,True
65,3,[1 0 0 3 0 0 0 0 1 0],3,True,[0 0 0 3 0 0 0 0 0 0],3,True
66,7,[4 0 0 0 0 0 1 2 0 0],0,False,[0 0 0 0 0 0 0 4 0 0],7,True
67,5,[3 0 0 0 0 0 0 0 0 0],0,False,[0 0 0 0 0 4 0 0 0 0],5,True
68,3,[0 0 0 0 0 0 4 0 0 0],6,False,[0 0 0 3 0 0 1 0 0 0],3,True
69,0,[0 0 0 0 2 0 4 0 0 0],6,False,[1 0 0 0 0 0 3 0 0 0],6,False
70,5,[0 0 0 0 0 0 4 0 0 0],6,False,[0 0 0 0 0 4 0 1 0 0],5,True
71,9,[0 0 0 0 0 0 0 0 0 3],9,True,[0 0 0 0 0 0 0 0 0 4],9,True
72,8,[0 0 3 0 0 0 3 0 1 0],2,False,[0 0 0 0 0 0 0 0 4 0],8,True
73,3,[0 0 0 3 0 0 4 0 0 0],6,False,[0 0 0 3 1 0 0 0 0 0],3,True
74,3,[0 0 0 3 0 0 0 0 0 0],3,True,[0 0 0 4 0 0 0 0 0 0],3,True
75,7,[0 0 0 0 0 0 0 2 0 0],7,True,[0 0 0 0 0 0 0 4 0 0],7,True
76,0,[2 0 0 0 0 0 4 0 0 0],6,False,[2 0 0 0 0 0 1 0 0 0],0,True
77,7,[0 0 0 0 0 0 1 4 0 0],7,True,[0 0 0 0 0 0 0 4 0 0],7,True
78,7,[0 0 0 0 0 0 0 0 0 1],9,False,[0 0 0 0 0 0 0 3 0 1],7,True
79,3,[0 0 0 0 0 0 4 0 0 0],6,False,[2 0 0 3 0 0 0 0 0 0],3,True
80,9,[0 0 0 0 0 0 1 0 1 4],9,True,[0 0 0 0 0 0 0 0 0 4],9,True
81,8,[2 0 0 0 0 0 0 0 0 0],0,False,[0 0 0 0 0 0 0 0 4 0],8,True
82,8,[0 0 0 0 0 0 0 0 4 0],8,True,[0 0 0 0 0 0 0 0 4 0],8,True
83,8,[0 0 0 0 0 0 3 0 4 0],8,True,[0 0 0 0 0 0 0 0 4 0],8,True
84,0,[0 0 0 0 1 0 4 0 0 0],6,False,[1 0 0 0 0 0 2 0 0 0],6,False
85,6,[0 0 0 0 4 0 4 0 0 0],4,False,[0 0 0 0 2 0 2 0 0 0],4,False
86,4,[0 0 0 0 4 0 4 0 0 0],4,True,[0 0 0 0 3 0 0 0 0 0],4,True
87,8,[0 0 0 0 0 0 0 0 4 0],8,True,[0 0 0 0 0 0 0 0 3 0],8,True
88,2,[0 0 2 0 0 0 1 0 2 0],2,True,[0 0 2 0 1 0 1 0 1 0],2,True
89,7,[0 0 0 0 0 0 1 0 0 3],9,False,[0 0 0 0 0 0 0 3 0 2],7,True
90,8,[0 0 0 0 0 0 0 0 4 0],8,True,[0 0 0 0 0 0 0 0 4 0],8,True
91,3,[0 0 0 0 4 0 4 0 0 0],4,False,[0 0 0 1 3 0 0 0 0 0],4,False
92,2,[0 0 3 0 4 0 0 0 0 0],4,False,[0 0 3 0 2 0 0 0 0 0],2,True
93,4,[0 0 0 0 4 0 4 0 1 0],4,True,[0 0 0 0 3 0 0 0 0 0],4,True
94,3,[0 0 0 4 0 0 0 0 0 0],3,True,[0 0 0 4 0 0 0 0 0 0],3,True
95,7,[4 0 0 0 0 0 0 2 0 0],0,False,[0 0 0 0 0 0 0 4 0 0],7,True
96,1,[0 4 0 0 2 0 0 0 0 0],1,True,[0 4 0 0 0 0 0 0 0 0],1,True
97,9,[1 0 0 0 0 0 0 0 1 4],9,True,[0 0 0 0 0 0 0 1 0 3],9,True
98,4,[0 0 0 0 4 0 4 0 0 0],4,True,[0 0 0 0 2 0 0 0 0 0],4,True
99,4,[0 0 0 0 4 0 4 0 0 0],4,True,[0 0 0 0 3 0 2 0 0 0],4,True
