index,label,pb_spike_sum,pb_pred,pb_correct,sj_spike_sum,sj_pred,sj_correct
23,0,[39  0  0  0  0  0  0  0  0  0  0],0,True,[39  0  0  0  0  0  0  0  0  0  0],0,True
24,1,[ 0 20  0  0  0  0  0  0  0  0  0],1,True,[ 0 20  0  0  0  0  0  0  0  0  0],1,True
25,1,[ 0 30  0  0  0  0  0  0  0  0  0],1,True,[ 0 30  0  0  0  0  0  0  0  0  0],1,True
26,1,[ 0 30  0  0  0  0  0  0  0  0  0],1,True,[ 0 30  0  0  0  0  0  0  0  0  0],1,True
27,1,[ 0 31  0  0  0  0  0  0  0  0  0],1,True,[ 0 31  0  0  0  0  0  0  0  0  0],1,True
28,1,[ 0 40  0  0  0  0  0  0  0  0  0],1,True,[ 0 40  0  0  0  0  0  0  0  0  0],1,True
29,1,[ 0 40  0  0  0  0  0  0  0  0  0],1,True,[ 0 40  0  0  0  0  0  0  0  0  0],1,True
30,1,[ 0 40  0  0  0  0  0  0  0  0  0],1,True,[ 0 40  0  0  0  0  0  0  0  0  0],1,True
31,1,[ 0 40  0  0  0  0  0  0  0  0  0],1,True,[ 0 40  0  0  0  0  0  0  0  0  0],1,True
32,1,[ 0 40  0  0  0  0  0  0  0  0  0],1,True,[ 0 40  0  0  0  0  0  0  0  0  0],1,True
33,1,[ 0 40  0  0  0  0  0  0  0  0  0],1,True,[ 0 40  0  0  0  0  0  0  0  0  0],1,True
34,1,[ 0 40  0  0  0  0  0  0  0  0  0],1,True,[ 0 40  0  0  0  0  0  0  0  0  0],1,True
35,1,[ 0 16  8  0  0  0  0  0  0  0  0],1,True,[ 0 16  8  0  0  0  0  0  0  0  0],1,True
36,1,[ 0 30  0  0  2  0  0  0  0  0  0],1,True,[ 0 30  0  0  2  0  0  0  0  0  0],1,True
37,1,[ 0 30  0  0  0  0  0  0  0  0  0],1,True,[ 0 30  0  0  0  0  0  0  0  0  0],1,True
38,1,[ 0 27  0  0  9  0  0  0  0  0  0],1,True,[ 0 27  0  0  9  0  0  0  0  0  0],1,True
39,1,[ 0 40  0  0  0  0  0  0  0  0  0],1,True,[ 0 40  0  0  0  0  0  0  0  0  0],1,True
40,1,[ 0 33  0  0  0  0  0  0  0  0  0],1,True,[ 0 33  0  0  0  0  0  0  0  0  0],1,True
41,1,[ 0 34  0  0  0  0  0  0  0  0  0],1,True,[ 0 34  0  0  0  0  0  0  0  0  0],1,True
42,1,[ 0 30  0  0 13  0  0  0  0  0  0],1,True,[ 0 30  0  0 13  0  0  0  0  0  0],1,True
43,1,[ 5 32  0  0  0  0  0  0  0  0  0],1,True,[ 5 32  0  0  0  0  0  0  0  0  0],1,True
44,1,[ 1 30  0  0  0  0  0  0  0  0  0],1,True,[ 1 30  0  0  0  0  0  0  0  0  0],1,True
45,1,[ 0 40  0  0  0  0  0  0  0  0  0],1,True,[ 0 40  0  0  0  0  0  0  0  0  0],1,True
46,1,[ 0 20  0  0  0  0  0  0  0  0  0],1,True,[ 0 20  0  0  0  0  0  0  0  0  0],1,True
47,1,[18 14  0  0 15  0  0  0  0  0  0],0,False,[18 14  0  0 15  0  0  0  0  0  0],0,False
48,2,[ 0  0 23  0  0  0  0  0  0  9  0],2,True,[ 0  0 23  0  0  0  0  0  0  9  0],2,True
49,2,[10  0  6  0  0  0  0  0  1  0  0],0,False,[10  0  6  0  0  0  0  0  1  0  0],0,False
